Title,Alternative Title,Description,Language,Creator,Publisher,Genre,Subject,Keyword,Date Issued,Temporal Coverage,Date Range,Solr Year,Spatial Coverage,Bounding Box,Type,Geometry Type,Format,Information,Download,MapServer,FeatureServer,ImageServer,Slug,Identifier,Provenance,Code,Is Part Of,Status,Accrual Method,Date Accessioned,Rights,Access Rights,Suppressed,Child
,Navigable Streams Polygon,This is a polygon feature class that corresponds with navigable streams within Outagamie County. This feature class represents the larger areas of the Navigable Streams.,English,Outagamie County,Outagamie County Land Information,Geospatial data,,NavigableStreams|Hydrography|Zoning,2016-09-19T19:46:46.000Z,,,,Outagamie County,"-88.7362,44.2435,-88.1900,44.5904",Dataset|Service,Vector,Shapefile,https://data-ocgis.opendata.arcgis.com/datasets/78cd4d0744984be6bc318c57d48b0aaa_0,https://data-ocgis.opendata.arcgis.com/datasets/78cd4d0744984be6bc318c57d48b0aaa_0.zip,https://gis.outagamie.org/arcgis/rest/services/OpenData/NavigableStreamPoly/MapServer/0,,,78cd4d0744984be6bc318c57d48b0aaa_0,https://hub.arcgis.com/datasets/78cd4d0744984be6bc318c57d48b0aaa_0,University of Wisconsin-Madison,10b-55087,10b-55087,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,Recreation Areas,Recreation Areas within Outagamie County. This data was last updated in 2013.,English,Outagamie County,Outagamie County Land Information,Geospatial data,,Recreation,2016-11-17T14:30:42.000Z,,,,Outagamie County,"-88.7327,44.2434,-88.1973,44.5903",Dataset|Service,Vector,Shapefile,https://data-ocgis.opendata.arcgis.com/datasets/a594cdc83ad04f5495bb5eff8aed10fc_0,https://data-ocgis.opendata.arcgis.com/datasets/a594cdc83ad04f5495bb5eff8aed10fc_0.zip,https://gis.outagamie.org/arcgis/rest/services/OpenData/RecreationAreas/MapServer/0,,,a594cdc83ad04f5495bb5eff8aed10fc_0,https://hub.arcgis.com/datasets/a594cdc83ad04f5495bb5eff8aed10fc_0,University of Wisconsin-Madison,10b-55087,10b-55087,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,Airport Zoning,"This feature class was derived off of the 1990 Zoning Ordinance Z-16-90. This ordinance covers airport property, the airport industrial park and the airport overylay districts. Zone 3A was created in March of 2012.",English,Outagamie County,Outagamie County Land Information,Geospatial data,,Zoning|Development,2016-09-20T13:00:32.000Z,,,,Outagamie County,"-88.5889,44.2062,-88.4483,44.3111",Dataset|Service,Vector,Shapefile,https://data-ocgis.opendata.arcgis.com/datasets/a226bb82df6449c1b4527286cf0ffb94_0,https://data-ocgis.opendata.arcgis.com/datasets/a226bb82df6449c1b4527286cf0ffb94_0.zip,https://gis.outagamie.org/arcgis/rest/services/OpenData/AirportZoning/MapServer/0,,,a226bb82df6449c1b4527286cf0ffb94_0,https://hub.arcgis.com/datasets/a226bb82df6449c1b4527286cf0ffb94_0,University of Wisconsin-Madison,10b-55087,10b-55087,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,Right of Way Polygons,This is a polygon feature class representing the right of way boundaries within Outagamie County.,English,Outagamie County,Outagamie County Land Information,Geospatial data,,Cadastral|Rightofway,2016-09-19T19:41:18.000Z,,,,Outagamie County,"-88.7397,44.2214,-88.1892,44.5904",Dataset|Service,Vector,Shapefile,https://data-ocgis.opendata.arcgis.com/datasets/d55c0b23a29141ef8ee8c1370ecdb777_0,https://data-ocgis.opendata.arcgis.com/datasets/d55c0b23a29141ef8ee8c1370ecdb777_0.zip,https://gis.outagamie.org/arcgis/rest/services/OpenData/ROWPolygon/MapServer/0,,,d55c0b23a29141ef8ee8c1370ecdb777_0,https://hub.arcgis.com/datasets/d55c0b23a29141ef8ee8c1370ecdb777_0,University of Wisconsin-Madison,10b-55087,10b-55087,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,PLSS Section,"Outagamie County related Public Land Survey System information. This is a polygon feature class representing each section within Outagamie County. Attributes include the section number, mapbook ID, town and range, and the municipality it is located in.",English,Outagamie County,Outagamie County Land Information,Geospatial data,,PLSS,2016-09-20T12:41:34.000Z,,,,Outagamie County,"-88.7398,44.2421,-88.1892,44.5904",Dataset|Service,Vector,Shapefile,https://data-ocgis.opendata.arcgis.com/datasets/aba245581c714829990053b599a30805_0,https://data-ocgis.opendata.arcgis.com/datasets/aba245581c714829990053b599a30805_0.zip,https://gis.outagamie.org/arcgis/rest/services/OpenData/PLSSSection/MapServer/0,,,aba245581c714829990053b599a30805_0,https://hub.arcgis.com/datasets/aba245581c714829990053b599a30805_0,University of Wisconsin-Madison,10b-55087,10b-55087,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,Streets,"This data was originally created for the FOXCOMM project, a multi-jurisdictional 911 project. This data is used by Outagamie County's sheriff's department and a variety of other departments that utilize street and address data.",English,Outagamie County,Outagamie County Land Information,Geospatial data,,Streets|Transportation,2016-09-20T13:04:37.000Z,,,,Outagamie County,"-88.7398,44.2421,-88.1892,44.5904",Dataset|Service,Vector,Shapefile,https://data-ocgis.opendata.arcgis.com/datasets/cbd55e4f7978450b8cee0b25832e4218_0,https://data-ocgis.opendata.arcgis.com/datasets/cbd55e4f7978450b8cee0b25832e4218_0.zip,https://gis.outagamie.org/arcgis/rest/services/OpenData/Streets/MapServer/0,,,cbd55e4f7978450b8cee0b25832e4218_0,https://hub.arcgis.com/datasets/cbd55e4f7978450b8cee0b25832e4218_0,University of Wisconsin-Madison,10b-55087,10b-55087,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,Address,This is a point feature class representing the location where the driveway meets the road right of way. It contains the House Number and Street Name (Address) and Parcel Number.,English,Outagamie County,Outagamie County Land Information,Geospatial data,,address|Cadastral|Development,2016-09-19T17:46:40.000Z,,,,Outagamie County,"-88.7394,44.2088,-88.1527,44.5902",Dataset|Service,Vector,Shapefile,https://data-ocgis.opendata.arcgis.com/datasets/5a19a61f248b4765bb61ecda4a2cc35e_0,https://data-ocgis.opendata.arcgis.com/datasets/5a19a61f248b4765bb61ecda4a2cc35e_0.zip,https://gis.outagamie.org/arcgis/rest/services/OpenData/Address/MapServer/0,,,5a19a61f248b4765bb61ecda4a2cc35e_0,https://hub.arcgis.com/datasets/5a19a61f248b4765bb61ecda4a2cc35e_0,University of Wisconsin-Madison,10b-55087,10b-55087,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,County Tax Parcel,County Tax Parcel Information.,English,Outagamie County,Outagamie County Land Information,Geospatial data,,remove,2016-11-17T19:55:03.000Z,,,,Outagamie County,"-88.7396,44.2423,-88.1894,44.5903",Dataset|Service,Vector,Shapefile,https://data-ocgis.opendata.arcgis.com/datasets/62f706f1b495443a903214ce7df6df2c_0,https://data-ocgis.opendata.arcgis.com/datasets/62f706f1b495443a903214ce7df6df2c_0.zip,https://gis.outagamie.org/arcgis/rest/services/OpenData/CountyTaxParcel/MapServer/0,,,62f706f1b495443a903214ce7df6df2c_0,https://hub.arcgis.com/datasets/62f706f1b495443a903214ce7df6df2c_0,University of Wisconsin-Madison,10b-55087,10b-55087,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,Lot Lines,"Outagamie County property related information, this includes parcel lines representing the boundary of parcels and right of way.",English,Outagamie County,Outagamie County Land Information,Geospatial data,,Cadastral|propertylines,2016-09-19T19:37:08.000Z,,,,Outagamie County,"-88.7396,44.2084,-88.1892,44.5904",Dataset|Service,Vector,Shapefile,https://data-ocgis.opendata.arcgis.com/datasets/6320b219a85947af95c89ef274801aca_0,https://data-ocgis.opendata.arcgis.com/datasets/6320b219a85947af95c89ef274801aca_0.zip,https://gis.outagamie.org/arcgis/rest/services/OpenData/LotLines/MapServer/0,,,6320b219a85947af95c89ef274801aca_0,https://hub.arcgis.com/datasets/6320b219a85947af95c89ef274801aca_0,University of Wisconsin-Madison,10b-55087,10b-55087,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,County Tax Parcel,County Tax Parcel Information,English,Outagamie County,Outagamie County Land Information,Geospatial data,,Cadastral|Development,2020-01-06T15:35:15.000Z,,,,Outagamie County,"-88.7396,44.2423,-88.1894,44.5903",Dataset|Service,Vector,Shapefile,https://data-ocgis.opendata.arcgis.com/datasets/2fada5ebb5b24e92b6b5c0a09598529c_0,https://data-ocgis.opendata.arcgis.com/datasets/2fada5ebb5b24e92b6b5c0a09598529c_0.zip,https://gis.outagamie.org/arcgis/rest/services/OpenData/CountyTaxParcel/MapServer/0,,,2fada5ebb5b24e92b6b5c0a09598529c_0,https://hub.arcgis.com/datasets/2fada5ebb5b24e92b6b5c0a09598529c_0,University of Wisconsin-Madison,10b-55087,10b-55087,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,Plat Polygons,"Outagamie County property related information, including parcel and lot boundaries, right-of-way lines and subdivision information.",English,Outagamie County,Outagamie County Land Information,Geospatial data,,Cadastral|PlatPolygon,2016-09-19T19:37:45.000Z,,,,Outagamie County,"-88.7396,44.2216,-88.1894,44.5903",Dataset|Service,Vector,Shapefile,https://data-ocgis.opendata.arcgis.com/datasets/4590c2f9936c491082ed0b0feefc1a84_0,https://data-ocgis.opendata.arcgis.com/datasets/4590c2f9936c491082ed0b0feefc1a84_0.zip,https://gis.outagamie.org/arcgis/rest/services/OpenData/PlatPolygon/MapServer/0,,,4590c2f9936c491082ed0b0feefc1a84_0,https://hub.arcgis.com/datasets/4590c2f9936c491082ed0b0feefc1a84_0,University of Wisconsin-Madison,10b-55087,10b-55087,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,Roads,,English, Pierce County - Wisconsin,"Pierce County, Wisconsin",Geospatial data,,Roads,2019-06-27T15:32:46.000Z,,,,Pierce County,"-92.7936,44.5254,-92.1365,44.8754",Dataset|Service,Vector,Shapefile,https://data-piercecounty-wi.hub.arcgis.com/datasets/2c7aad513982435fa34ca4c50021fc9c_6,https://data-piercecounty-wi.hub.arcgis.com/datasets/2c7aad513982435fa34ca4c50021fc9c_6.zip,https://gis.co.pierce.wi.us/arcgis/rest/services/Pierce_Public_BaseData/MapServer/6,,,2c7aad513982435fa34ca4c50021fc9c_6,https://hub.arcgis.com/datasets/2c7aad513982435fa34ca4c50021fc9c_6,University of Wisconsin-Madison,10b-55093,10b-55093,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,Building Footprints 2015,,English, Pierce County - Wisconsin,"Pierce County, Wisconsin",Geospatial data,,BuildingFootprints,2019-06-27T15:54:10.000Z,,,,Pierce County,"-92.7934,44.5270,-92.1387,44.9125",Dataset|Service,Vector,Shapefile,https://data-piercecounty-wi.hub.arcgis.com/datasets/9d451e99abea42a9aa1296269627f6dc_26,https://data-piercecounty-wi.hub.arcgis.com/datasets/9d451e99abea42a9aa1296269627f6dc_26.zip,https://gis.co.pierce.wi.us/arcgis/rest/services/Pierce_Public_ParcelData/MapServer/26,,,9d451e99abea42a9aa1296269627f6dc_26,https://hub.arcgis.com/datasets/9d451e99abea42a9aa1296269627f6dc_26,University of Wisconsin-Madison,10b-55093,10b-55093,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,Pierce Parcels,Parcels are forreference purposes onlyand may not be construed or used as a legal description. The physical location is approximate and does not replace survey information,English, Pierce County - Wisconsin,"Pierce County, Wisconsin",Geospatial data,,Parcels,2019-06-27T15:11:14.000Z,,,,Pierce County,"-92.8057,44.5248,-92.1349,44.8766",Dataset|Service,Vector,Shapefile,https://data-piercecounty-wi.hub.arcgis.com/datasets/080e4b3ad2f04ddda62bf0911ae956c6_0,https://data-piercecounty-wi.hub.arcgis.com/datasets/080e4b3ad2f04ddda62bf0911ae956c6_0.zip,https://gis.co.pierce.wi.us/arcgis/rest/services/Pierce_Parcels/MapServer/0,,,080e4b3ad2f04ddda62bf0911ae956c6_0,https://hub.arcgis.com/datasets/080e4b3ad2f04ddda62bf0911ae956c6_0,University of Wisconsin-Madison,10b-55093,10b-55093,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,Address Points,,English, Pierce County - Wisconsin,"Pierce County, Wisconsin",Geospatial data,,AddressPoints,2019-06-27T15:47:54.000Z,,,,Pierce County,"-92.7935,44.5270,-92.1377,44.8751",Dataset|Service,Vector,Shapefile,https://data-piercecounty-wi.hub.arcgis.com/datasets/5be587d0d7d543b9a381a69ed8c511d1_3,https://data-piercecounty-wi.hub.arcgis.com/datasets/5be587d0d7d543b9a381a69ed8c511d1_3.zip,https://gis.co.pierce.wi.us/arcgis/rest/services/Pierce_Public_BaseData/MapServer/3,,,5be587d0d7d543b9a381a69ed8c511d1_3,https://hub.arcgis.com/datasets/5be587d0d7d543b9a381a69ed8c511d1_3,University of Wisconsin-Madison,10b-55093,10b-55093,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,Town of Waterford 2035,"****Converted to NAD83(2011) by ProWest & Associates Inc in January of 2019.""The year 2035 regional land use plan incorporates the basic principles and concepts of the previously adopted plans. The plan promotes a compact, centralized regional settlement pattern, with urban development recommended to occur within, and along the periphery of, existing urban centers; promotes the location of new urban development in areas which are physically suitable for such development and which may be readily served by basic urban services, including sanitary sewer, water supply, and public transit services; and seeks to preserve the environmentally sensitive lands and the most productive farmlands in the Region. Like the previous plans, the new plan is advisory in nature. Plan implementation will depend largely upon the willingness of county and local governments to use land use controls to shape development patterns in the regional interest. The year 2035 regional land use plan will provide a sound regional development framework needed in support of transportation and other public facility planning at the regional level, and in support of the preparation of comprehensive plans and related plan implementation efforts by county and local units of government in the Region. "" http://www.sewrpc.org/SEWRPCFiles/Publications/pr/pr-048_regional_land_use_plan_for_se_wi_2035.pdf",English,"Racine County, WI","Racine County Courthouse, Register of Deeds Land Description Department",Geospatial data,,RacineCounty|TownofWaterford|SEWRPC|Planning,2017-02-08T16:32:27.000Z,,,,Racine County,"-88.3087,42.7556,-88.1873,42.8428",Dataset|Service,Vector,Shapefile,https://data-racinecounty.opendata.arcgis.com/datasets/80c885402a334087b1452eb93764a32d_1,https://data-racinecounty.opendata.arcgis.com/datasets/80c885402a334087b1452eb93764a32d_1.zip,https://arcgis.racinecounty.com/arcgis/rest/services/2035LandUsePlans/TownofWaterford_2035LandUsePlan/MapServer/1,,,80c885402a334087b1452eb93764a32d_1,https://hub.arcgis.com/datasets/80c885402a334087b1452eb93764a32d_1,University of Wisconsin-Madison,10b-55101,10b-55101,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,VillageofWaterford 2035LandusePlan,"""The year 2035 regional land use plan incorporates the basic principles and concepts of the previously adopted plans. The plan promotes a compact, centralized regional settlement pattern, with urban development recommended to occur within, and along the periphery of, existing urban centers; promotes the location of new urban development in areas which are physically suitable for such development and which may be readily served by basic urban services, including sanitary sewer, water supply, and public transit services; and seeks to preserve the environmentally sensitive lands and the most productive farmlands in the Region. Like the previous plans, the new plan is advisory in nature. Plan implementation will depend largely upon the willingness of county and local governments to use land use controls to shape development patterns in the regional interest. The year 2035 regional land use plan will provide a sound regional development framework needed in support of transportation and other public facility planning at the regional level, and in support of the preparation of comprehensive plans and related plan implementation efforts by county and local units of government in the Region. "" http://www.sewrpc.org/SEWRPCFiles/Publications/pr/pr-048_regional_land_use_plan_for_se_wi_2035.pdf ",English,"Racine County, WI","Racine County Courthouse, Register of Deeds Land Description Department",Geospatial data,,SEWRPC|RACINECOUNTY|2035LandUsePlan|Planning|VillageofWaterford,2017-02-10T17:39:54.000Z,,,,Racine County,"-88.2522,42.7464,-88.1940,42.7843",Dataset|Service,Vector,Shapefile,https://data-racinecounty.opendata.arcgis.com/datasets/9605a448a49842faada2c12e29202fba_0,https://data-racinecounty.opendata.arcgis.com/datasets/9605a448a49842faada2c12e29202fba_0.zip,https://arcgis.racinecounty.com/arcgis/rest/services/2035LandUsePlans/VillageofWaterford_2035LandusePlan/MapServer/0,,,9605a448a49842faada2c12e29202fba_0,https://hub.arcgis.com/datasets/9605a448a49842faada2c12e29202fba_0,University of Wisconsin-Madison,10b-55101,10b-55101,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,Soils,"SSURGO depicts information about the kinds and distribution of soils on the landscape. The soil map and data used in the SSURGO product were prepared by soil scientists as part of the National Cooperative Soil Survey. This data set is a digital soil survey and generally is the most detailed level of soil geographic data developed by the National Cooperative Soil Survey. The information was prepared by digitizing maps, by compiling information onto a planimetric correct base and digitizing, or by revising digitized maps using remotely sensed and other information. This data set consists of georeferenced digital map data and computerized attribute data. The map data are in a soil survey area extent format and include a detailed, field verified inventory of soils and miscellaneous areas that normally occur in a repeatable pattern on the landscape and that can be cartographically shown at the scale mapped. A special soil features layer (point and line features) is optional. This layer displays the location of features too small to delineate at the mapping scale, but they are large enough and contrasting enough to significantly influence use and management. The soil map units are linked to attributes in the National Soil Information System relational database, which gives the proportionate extent of the component soils and their properties.",English,"Racine County, WI","Racine County Courthouse, Register of Deeds Land Description Department",Geospatial data,,RacineCounty|Soils|SSURGO|USDepartmentofAgriculture|NRCS|Environmental,2015-10-29T15:08:45.000Z,,,,Racine County,"-88.3127,42.6109,-87.7559,42.8406",Dataset|Service,Vector,Shapefile,https://data-racinecounty.opendata.arcgis.com/datasets/1a8bd5a83de24d65b18d041519dc7b6a_0,https://data-racinecounty.opendata.arcgis.com/datasets/1a8bd5a83de24d65b18d041519dc7b6a_0.zip,https://arcgis.racinecounty.com/arcgis/rest/services/DataPortal/Soils/MapServer/0,,,1a8bd5a83de24d65b18d041519dc7b6a_0,https://hub.arcgis.com/datasets/1a8bd5a83de24d65b18d041519dc7b6a_0,University of Wisconsin-Madison,10b-55101,10b-55101,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,City of Racine 2035 Urban Reserve Mixed Use,"****Converted to NAD83(2011) by ProWest & Associates Inc in January of 2019.""The year 2035 regional land use plan incorporates the basic principles and concepts of the previously adopted plans. The plan promotes a compact, centralized regional settlement pattern, with urban development recommended to occur within, and along the periphery of, existing urban centers; promotes the location of new urban development in areas which are physically suitable for such development and which may be readily served by basic urban services, including sanitary sewer, water supply, and public transit services; and seeks to preserve the environmentally sensitive lands and the most productive farmlands in the Region. Like the previous plans, the new plan is advisory in nature. Plan implementation will depend largely upon the willingness of county and local governments to use land use controls to shape development patterns in the regional interest. The year 2035 regional land use plan will provide a sound regional development framework needed in support of transportation and other public facility planning at the regional level, and in support of the preparation of comprehensive plans and related plan implementation efforts by county and local units of government in the Region. "" http://www.sewrpc.org/SEWRPCFiles/Publications/pr/pr-048_regional_land_use_plan_for_se_wi_2035.pdf",English,"Racine County, WI","Racine County Courthouse, Register of Deeds Land Description Department",Geospatial data,,SEWRPC|RACINECOUNTY|2035LandUsePlan|Planning|CityofRacine,2017-02-16T18:34:57.000Z,,,,Racine County,"-87.8005,42.7202,-87.7778,42.7368",Dataset|Service,Vector,Shapefile,https://data-racinecounty.opendata.arcgis.com/datasets/33ddfdef91c9422c96c132caa0949e19_0,https://data-racinecounty.opendata.arcgis.com/datasets/33ddfdef91c9422c96c132caa0949e19_0.zip,https://arcgis.racinecounty.com/arcgis/rest/services/2035LandUsePlans/CityofRacine_2035LandUsePlan/MapServer/0,,,33ddfdef91c9422c96c132caa0949e19_0,https://hub.arcgis.com/datasets/33ddfdef91c9422c96c132caa0949e19_0,University of Wisconsin-Madison,10b-55101,10b-55101,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,EagleCreekDrain,"Eagle Creek Drainage District The data was provided by Nielsen, Madsen, & Barber as a representative of the Racine County Drainage Board.",English,"Racine County, WI","Racine County Courthouse, Register of Deeds Land Description Department",Geospatial data,,Drainage|RacineCounty|EagleCreekDrainage,2017-08-14T22:08:19.000Z,,,,Racine County,"-88.1952,42.6849,-88.1152,42.7273",Dataset|Service,Vector,Shapefile,https://data-racinecounty.opendata.arcgis.com/datasets/b381f3b90709485cbf2b94033d817b3c_0,https://data-racinecounty.opendata.arcgis.com/datasets/b381f3b90709485cbf2b94033d817b3c_0.zip,https://arcgis.racinecounty.com/arcgis/rest/services/Drainage/EagleCreekDrain/MapServer/0,,,b381f3b90709485cbf2b94033d817b3c_0,https://hub.arcgis.com/datasets/b381f3b90709485cbf2b94033d817b3c_0,University of Wisconsin-Madison,10b-55101,10b-55101,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,TownofRaymond 2035LandusePlan,"""The year 2035 regional land use plan incorporates the basic principles and concepts of the previously adopted plans. The plan promotes a compact, centralized regional settlement pattern, with urban development recommended to occur within, and along the periphery of, existing urban centers; promotes the location of new urban development in areas which are physically suitable for such development and which may be readily served by basic urban services, including sanitary sewer, water supply, and public transit services; and seeks to preserve the environmentally sensitive lands and the most productive farmlands in the Region. Like the previous plans, the new plan is advisory in nature. Plan implementation will depend largely upon the willingness of county and local governments to use land use controls to shape development patterns in the regional interest. The year 2035 regional land use plan will provide a sound regional development framework needed in support of transportation and other public facility planning at the regional level, and in support of the preparation of comprehensive plans and related plan implementation efforts by county and local units of government in the Region. "" http://www.sewrpc.org/SEWRPCFiles/Publications/pr/pr-048_regional_land_use_plan_for_se_wi_2035.pdf",English,"Racine County, WI","Racine County Courthouse, Register of Deeds Land Description Department",Geospatial data,,RacineCounty|TownofRaymond|SEWRPC|Planning,2017-02-08T20:48:40.000Z,,,,Racine County,"-88.0727,42.7571,-87.9509,42.8435",Dataset|Service,Vector,Shapefile,https://data-racinecounty.opendata.arcgis.com/datasets/7fe746d0dce749c782796b02df7109dd_0,https://data-racinecounty.opendata.arcgis.com/datasets/7fe746d0dce749c782796b02df7109dd_0.zip,https://arcgis.racinecounty.com/arcgis/rest/services/2035LandUsePlans/TownofRaymond_2035LandusePlan/MapServer/0,,,7fe746d0dce749c782796b02df7109dd_0,https://hub.arcgis.com/datasets/7fe746d0dce749c782796b02df7109dd_0,University of Wisconsin-Madison,10b-55101,10b-55101,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,2010 DNR Wetland,"This data set was collected to provide wetland information for use in county, city, village, and town planning activities in the respective counties and for regional planning activities in Southeastern Wisconsin. This was clipped from a data set that consists of digital map files containing point and polygon features of wetland information covering Kenosha, Milwaukee, Ozaukee, Racine, Walworth, Washington, and Waukesha Counties. The files were compiled by the Southeastern Wisconsin Regional Planning Commission on behalf of the Wisconsin Department of Natural Resources as part of a cooperative agreement to update the Wisconsin Wetland Inventory in Southeastern Wisconsin. Each file covers one U.S. Public Land Survey System survey township, for a total of 82 files in the data set. The survey township files have also been merged into files covering entire counties. The digital map files were compiled with reference to one-inch-equals-100-feet-scale and one-inch-equals-200-feet-scale orthophotography acquired in the Spring of 2010, and also with reference to land use, vegetation, topographic, and soils information.",English,"Racine County, WI","Racine County Courthouse, Register of Deeds Land Description Department",Geospatial data,,RacineCounty|SEWRPC|wetland|2010DNRWetlands|DNR|Environmental,2015-10-21T15:17:57.000Z,,,,Racine County,"-88.3127,42.6109,-87.7610,42.8406",Dataset|Service,Vector,Shapefile,https://data-racinecounty.opendata.arcgis.com/datasets/5a34ee61a50f4df7975eecab8381d695_0,https://data-racinecounty.opendata.arcgis.com/datasets/5a34ee61a50f4df7975eecab8381d695_0.zip,https://arcgis.racinecounty.com/arcgis/rest/services/Mapbook/2010_DNR_Wetland/MapServer/0,,,5a34ee61a50f4df7975eecab8381d695_0,https://hub.arcgis.com/datasets/5a34ee61a50f4df7975eecab8381d695_0,University of Wisconsin-Madison,10b-55101,10b-55101,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,Town of Yorkville 2035 Land Use Plan,"****Converted to NAD83(2011) by ProWest & Associates Inc in January of 2019.""The year 2035 regional land use plan incorporates the basic principles and concepts of the previously adopted plans. The plan promotes a compact, centralized regional settlement pattern, with urban development recommended to occur within, and along the periphery of, existing urban centers; promotes the location of new urban development in areas which are physically suitable for such development and which may be readily served by basic urban services, including sanitary sewer, water supply, and public transit services; and seeks to preserve the environmentally sensitive lands and the most productive farmlands in the Region. Like the previous plans, the new plan is advisory in nature. Plan implementation will depend largely upon the willingness of county and local governments to use land use controls to shape development patterns in the regional interest. The year 2035 regional land use plan will provide a sound regional development framework needed in support of transportation and other public facility planning at the regional level, and in support of the preparation of comprehensive plans and related plan implementation efforts by county and local units of government in the Region. "" http://www.sewrpc.org/SEWRPCFiles/Publications/pr/pr-048_regional_land_use_plan_for_se_wi_2035.pdf",English,"Racine County, WI","Racine County Courthouse, Register of Deeds Land Description Department",Geospatial data,,SEWRPC|RACINECOUNTY|2035LandUsePlan|Planning|VillageofCaledonia|VillageofElmwoodPark|VillageofMtPleasant|VillageofNorthBay|VillageofRochester|VillageofSturtevant|VillageofUnionGrove|VillageofWaterford|VillageofWindPoint|TownofBurlington|TownofDover|TownofNorway|TownofRaymond|TownofWaterford|TownofYorkville|CityofBurlington|CityofRacine,2017-02-16T20:52:30.000Z,,,,Racine County,"-88.0745,42.6698,-87.9504,42.7570",Dataset|Service,Vector,Shapefile,https://data-racinecounty.opendata.arcgis.com/datasets/73e98d144603416999f090db202b6ddc_10,https://data-racinecounty.opendata.arcgis.com/datasets/73e98d144603416999f090db202b6ddc_10.zip,https://arcgis.racinecounty.com/arcgis/rest/services/2035LandUsePlans/Countywide_2035_LandUsePlans/MapServer/10,,,73e98d144603416999f090db202b6ddc_10,https://hub.arcgis.com/datasets/73e98d144603416999f090db202b6ddc_10,University of Wisconsin-Madison,10b-55101,10b-55101,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,Road Centerlines,Racine County Road Centerlines,English,"Racine County, WI","Racine County Courthouse, Register of Deeds Land Description Department",Geospatial data,,RacineCounty|Roads|Centerlines|911|Transportation,2015-10-21T14:25:02.000Z,,,,Racine County,"-88.3127,42.6109,-87.7577,42.8421",Dataset|Service,Vector,Shapefile,https://data-racinecounty.opendata.arcgis.com/datasets/703b7bfa99104272ba09bbe58da336fc_0,https://data-racinecounty.opendata.arcgis.com/datasets/703b7bfa99104272ba09bbe58da336fc_0.zip,https://arcgis.racinecounty.com/arcgis/rest/services/Mapbook/RoadCenterlines/MapServer/0,,,703b7bfa99104272ba09bbe58da336fc_0,https://hub.arcgis.com/datasets/703b7bfa99104272ba09bbe58da336fc_0,University of Wisconsin-Madison,10b-55101,10b-55101,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,2010 Environmental Corridors,"This data set contains year 2010 environmental corridors and isolated natural resource areas for the seven-county Southeastern Wisconsin Region. Environmental corridors are areas in the landscape containing especially high value natural, scenic, historic, scientific, and recreational features. The polygon features in this inventory were delineated with reference to a number of Commission data sets, including 2010 Orthophotography, 2005 Environmental Corridor Inventory, 2010 Wisconsin Wetland Inventory, 2010 Land Use Inventory wetlands, and 2005 Natural Areas and Critical Species Habitat Inventories. The primary and secondary environmental corridor areas and isolated natural resource areas were digitized from these source materials by the Southeastern Wisconsin Regional Planning Commission GIS Division.",English,"Racine County, WI","Racine County Courthouse, Register of Deeds Land Description Department",Geospatial data,,SEWRPC|RacineCounty|EnvironmentalCorridor|Environmental,2015-10-21T16:22:26.000Z,,,,Racine County,"-88.3127,42.6087,-87.7552,42.8383",Dataset|Service,Vector,Shapefile,https://data-racinecounty.opendata.arcgis.com/datasets/9c29a5ef5dc5451191ae8b8bb24f4630_0,https://data-racinecounty.opendata.arcgis.com/datasets/9c29a5ef5dc5451191ae8b8bb24f4630_0.zip,https://arcgis.racinecounty.com/arcgis/rest/services/DataPortal/2010_Environmental_Corridors/MapServer/0,,,9c29a5ef5dc5451191ae8b8bb24f4630_0,https://hub.arcgis.com/datasets/9c29a5ef5dc5451191ae8b8bb24f4630_0,University of Wisconsin-Madison,10b-55101,10b-55101,Active,ArcGIS Hub,,Public,,FALSE,FALSE
