layer_slug_s,b1g_code_s,dct_isPartOf_sm,b1g_status_s,suppressed_b,dc_subject_sm,b1g_dateAccessioned_s,dc_format_s,b1g_keyword_sm,layer_geom_type_s,dct_provenance_s,dct_accrualMethod_s,b1g_image_ss,dct_issued_s,dc_description_s,dc_identifier_s,dct_accessRights_sm,dct_temporal_sm,b1g_date_range_drsim,solr_year_i,dc_rights_s,dct_alternativeTitle_sm,dc_language_sm,dc_title_s,dct_references_s,b1g_dateRetired_s,layer_id_s,b1g_child_record_b,dc_type_sm,dc_publisher_sm,b1g_centroid_ss,Place Names entered manually,Bounding Box,Place Name
48b0b600abaa4ca1a1bacf917a31c29a_0,04f-01,04f-01,Active,False,Transportation,10/11/2019,Shapefile,SEPTA|Regional Rail|Routes,Vector,University of Maryland,ArcGIS Hub,,7/2/2018,Spring 2018 Regional Rail Rail Lines with Ridership. Route ridership and revenue information is from FY2017. Data is from SEPTA's Revenue & Ridership Department.,https://hub.arcgis.com/datasets/48b0b600abaa4ca1a1bacf917a31c29a_0,,2018,[2018 TO 2018],2018,Public,SEPTA - Regional Rail Lines,English,SEPTA - Regional Rail Lines: Delaware Valley Regional Planning Commission,"{""http://schema.org/downloadUrl"":""http://dvrpc-dvrpcgis.opendata.arcgis.com/datasets/48b0b600abaa4ca1a1bacf917a31c29a_0.zip"",""urn:x-esri:serviceType:ArcGIS#FeatureLayer"":""https://services2.arcgis.com/9U43PSoL47wawX5S/arcgis/rest/services/Regional_Rail_Lines_Routes/FeatureServer/0"",""http://schema.org/url"":""http://dvrpc-dvrpcgis.opendata.arcgis.com/datasets/48b0b600abaa4ca1a1bacf917a31c29a_0""}",,,False,Dataset|Service,Delaware Valley Regional Planning Commission,"39.99,-75.255","Delaware River, Delaware|Delaware|Philadelphia, Pennsylvania|Pennsylvania|Maryland|New Jersey","-75.76,39.67,-74.75,40.31","Delaware County, Pennsylvania|Philadelphia County, Pennsylvania|Pennsylvania"
64eaa4539cf4429095c2c7bf25c629a2_0,04f-01,04f-01,Active,False,Transportation,10/11/2019,Shapefile,SEPTA|Regional Rail|Stations,Vector,University of Maryland,ArcGIS Hub,,7/2/2018,Spring 2018 Regional Rail Rail Stations with Ridership. Station ridership data is from SEPTA's 2015 Regional Rail Census.,https://hub.arcgis.com/datasets/64eaa4539cf4429095c2c7bf25c629a2_0,,2018,[2018 TO 2018],2018,Public,SEPTA - Regional Rail Stations,English,SEPTA - Regional Rail Stations: Delaware Valley Regional Planning Commission,"{""http://schema.org/downloadUrl"":""http://dvrpc-dvrpcgis.opendata.arcgis.com/datasets/64eaa4539cf4429095c2c7bf25c629a2_0.zip"",""urn:x-esri:serviceType:ArcGIS#FeatureLayer"":""https://services2.arcgis.com/9U43PSoL47wawX5S/arcgis/rest/services/Regional_Rail_Stations/FeatureServer/0"",""http://schema.org/url"":""http://dvrpc-dvrpcgis.opendata.arcgis.com/datasets/64eaa4539cf4429095c2c7bf25c629a2_0""}",,,False,Dataset|Service,Delaware Valley Regional Planning Commission,"39.99,-75.255","Delaware River, Delaware|Delaware|Philadelphia, Pennsylvania|Pennsylvania|Maryland|New Jersey","-75.76,39.67,-74.75,40.31","Delaware County, Pennsylvania|Philadelphia County, Pennsylvania|Pennsylvania"
b83beb2585ee4b14b858d742fd7c9b2d_0,04f-01,04f-01,Active,False,Transportation,6/11/2020,Shapefile,truck parking|parking|trucks|dvrpc|freight|philadelphia,Vector,University of Maryland,ArcGIS Hub,,5/26/2020,"Truck Parking facilities are essential to the freight system to accommodate overnight parking to support long haul truck movement in, out and through the region. In the DVRPC region there three types of truck parking facilities: private truck stops, service plazas, and rest areas. This data layer was assembled by DVRPC utilizing directory listing for these facilities and related property boundaries. Additional data was acquired through on site surveys of facilities.",https://hub.arcgis.com/datasets/b83beb2585ee4b14b858d742fd7c9b2d_0,,2020,[2020 TO 2020],2020,Public,DVRPC Truck Parking Locations,English,Truck Parking Locations: Delaware Valley,"{""http://schema.org/url"":""https://dvrpc-dvrpcgis.opendata.arcgis.com/datasets/b83beb2585ee4b14b858d742fd7c9b2d_0"",""http://schema.org/downloadUrl"":""https://dvrpc-dvrpcgis.opendata.arcgis.com/datasets/b83beb2585ee4b14b858d742fd7c9b2d_0.zip"",""urn:x-esri:serviceType:ArcGIS#FeatureLayer"":""https://arcgis.dvrpc.org/portal/rest/services/Freight/truck_parking/FeatureServer/0""}",,,False,Dataset|Service,Delaware Valley Regional Planning Commission,"40.155,-75.205","Delaware River, Delaware|Delaware|Philadelphia, Pennsylvania|Pennsylvania|Maryland|New Jersey","-75.78,39.82,-74.63,40.49","Delaware County, Pennsylvania|Philadelphia County, Pennsylvania|Montgomery County, Pennsylvania|Pennsylvania"
eefb2409faeb4d15a41637c1eb5f196f_0,04f-01,04f-01,Active,False,Transportation,6/11/2020,Shapefile,freight|rail|dvrpc|rail yard|philadelphia,Vector,University of Maryland,ArcGIS Hub,,5/26/2020,"The DVRPC Freight Rail Yards data layer was developed to provide information about key interchange, sorting, and storage yards in the region. The yard data was created utilizing a combination of outreach to rail operators and DVRPC mapping.",https://hub.arcgis.com/datasets/eefb2409faeb4d15a41637c1eb5f196f_0,,2020,[2020 TO 2020],2020,Public,DVRPC Rail Yards,English,Rail Yards: Delaware Valley,"{""http://schema.org/url"":""https://dvrpc-dvrpcgis.opendata.arcgis.com/datasets/eefb2409faeb4d15a41637c1eb5f196f_0"",""http://schema.org/downloadUrl"":""https://dvrpc-dvrpcgis.opendata.arcgis.com/datasets/eefb2409faeb4d15a41637c1eb5f196f_0.zip"",""urn:x-esri:serviceType:ArcGIS#FeatureLayer"":""https://arcgis.dvrpc.org/portal/rest/services/Freight/rail_yards/FeatureServer/0""}",,,False,Dataset|Service,Delaware Valley Regional Planning Commission,"40.035,-75.28","Delaware River, Delaware|Delaware|Philadelphia, Pennsylvania|Pennsylvania|Maryland|New Jersey","-75.81,39.82,-74.75,40.25","Delaware County, Pennsylvania|Philadelphia County, Pennsylvania|Pennsylvania"
2f319a9ae95d444d846cf038b3a02b28_0,04f-01,04f-01,Active,False,Transportation,6/11/2020,Shapefile,airports|freight|dvrpc|philadelphia,Vector,University of Maryland,ArcGIS Hub,,5/26/2020,The DVRPC airports data set includes the property areas of all commercial and reliever airports in the Delaware Valley. Annual operations are extracted from FAA records or based upon the DVRPC counting program.,https://hub.arcgis.com/datasets/2f319a9ae95d444d846cf038b3a02b28_0,,2020,[2020 TO 2020],2020,Public,DVRPC Freight Airports,English,Freight Airports: Delaware Valley,"{""http://schema.org/url"":""https://dvrpc-dvrpcgis.opendata.arcgis.com/datasets/2f319a9ae95d444d846cf038b3a02b28_0"",""http://schema.org/downloadUrl"":""https://dvrpc-dvrpcgis.opendata.arcgis.com/datasets/2f319a9ae95d444d846cf038b3a02b28_0.zip"",""urn:x-esri:serviceType:ArcGIS#FeatureLayer"":""https://arcgis.dvrpc.org/portal/rest/services/Freight/airports/FeatureServer/0""}",,,False,Dataset|Service,Delaware Valley Regional Planning Commission,"40.085,-75.235","Delaware River, Delaware|Delaware|Philadelphia, Pennsylvania|Pennsylvania|Maryland|New Jersey","-75.88,39.83,-74.59,40.34","Delaware County, Pennsylvania|Philadelphia County, Pennsylvania|Pennsylvania"
a773bc6d46e04973af56ff513537a711_0,04f-01,04f-01,Active,False,Transportation,10/11/2019,Shapefile,DVRPC|LTS|Bicycle,Vector,University of Maryland,ArcGIS Hub,,6/13/2019,Highlights the LTS 3 road segments that would enable the most (top 50 % from each County) connections to trail intersections if improvements were made to reduce the stress level.,https://hub.arcgis.com/datasets/a773bc6d46e04973af56ff513537a711_0,,2019,[2019 TO 2019],2019,Public,DVRPC Level of Traffic Stress - Priorities for Connections to Trails,English,Level of Traffic Stress - Priorities for Connections to Trails: Delaware Valley Regional Planning Commission,"{""http://schema.org/downloadUrl"":""http://dvrpc-dvrpcgis.opendata.arcgis.com/datasets/a773bc6d46e04973af56ff513537a711_0.zip"",""urn:x-esri:serviceType:ArcGIS#FeatureLayer"":""https://arcgis.dvrpc.org/arcgis/rest/services/AppData/BSTRESSv2_PrioritiesTrailConnections/FeatureServer/0"",""http://schema.org/url"":""http://dvrpc-dvrpcgis.opendata.arcgis.com/datasets/a773bc6d46e04973af56ff513537a711_0""}",,,False,Dataset|Service,Delaware Valley Regional Planning Commission,"40.1,-75.185","Delaware River, Delaware|Delaware|Philadelphia, Pennsylvania|Pennsylvania|Maryland|New Jersey","-75.9,39.65,-74.47,40.55","Camden County, New Jersey|New Jersey|Delaware County, Pennsylvania|Philadelphia County, Pennsylvania|Montgomery County, Pennsylvania|Pennsylvania"
119efe00325947e988db8b3966151a92_0,04f-01,04f-01,Active,False,Transportation,6/11/2020,Shapefile,DVRPC|Rail|SEPTA|NJ Transit|Stations|regional rail|PATCO|Riverline,Vector,University of Maryland,ArcGIS Hub,,6/2/2020,Passenger rail stations in the DVRPC region,https://hub.arcgis.com/datasets/119efe00325947e988db8b3966151a92_0,,2020,[2020 TO 2020],2020,Public,DVRPC Passenger Rail Stations,English,Passenger Rail Stations: Delaware Valley,"{""http://schema.org/url"":""https://dvrpc-dvrpcgis.opendata.arcgis.com/datasets/119efe00325947e988db8b3966151a92_0"",""http://schema.org/downloadUrl"":""https://dvrpc-dvrpcgis.opendata.arcgis.com/datasets/119efe00325947e988db8b3966151a92_0.zip"",""urn:x-esri:serviceType:ArcGIS#FeatureLayer"":""https://arcgis.dvrpc.org/portal/rest/services/Transportation/PassengerRailStations/FeatureServer/0""}",,,False,Dataset|Service,Delaware Valley Regional Planning Commission,"40.005,-75.27","Delaware River, Delaware|Delaware|Philadelphia, Pennsylvania|Pennsylvania|Maryland|New Jersey","-75.92,39.67,-74.62,40.34","Delaware County, Pennsylvania|Philadelphia County, Pennsylvania|Pennsylvania"
7bf1c56a02d5413981c031a2772b9507_0,04f-01,04f-01,Active,False,Transportation,3/6/2020,Shapefile,Rail|SEPTA|Commuter|Transportation|NJ Transit|PATCO|Passenger Rail|Transportation|Rail Stations,Vector,University of Maryland,ArcGIS Hub,,2/24/2020,Passenger rail stations in the DVRPC region,https://hub.arcgis.com/datasets/7bf1c56a02d5413981c031a2772b9507_0,,2020,[2020 TO 2020],2020,Public,DVRPC Passenger Rail Stations,English,DVRPC Passenger Rail Stations: Delaware Valley Regional Planning Commission,"{""http://schema.org/url"":""http://dvrpc-dvrpcgis.opendata.arcgis.com/datasets/7bf1c56a02d5413981c031a2772b9507_0"",""http://schema.org/downloadUrl"":""http://dvrpc-dvrpcgis.opendata.arcgis.com/datasets/7bf1c56a02d5413981c031a2772b9507_0.zip"",""urn:x-esri:serviceType:ArcGIS#FeatureLayer"":""https://services1.arcgis.com/LWtWv6q6BJyKidj8/arcgis/rest/services/PassengerRailStations/FeatureServer/0""}",,,False,Dataset|Service,Delaware Valley Regional Planning Commission,"40.005,-75.27","Delaware River, Delaware|Delaware|Philadelphia, Pennsylvania|Pennsylvania|Maryland|New Jersey","-75.92,39.67,-74.62,40.34","Delaware County, Pennsylvania|Philadelphia County, Pennsylvania|Pennsylvania"
1210eeb8ddb2405582dbdade79b6e73e_0,04f-01,04f-01,Active,False,Transportation,6/11/2020,Shapefile,DVRPC|Connections 2045|Long-Range Plan|Major Regional Transportation Projects,Vector,University of Maryland,ArcGIS Hub,,6/2/2020,"MAJOR REGIONAL TRANSPORTATION PROJECTS (POINTS)Connections 2045 Plan for Greater Philadelphia - Administrative Version DVRPC Publication No. 17039 12/2017Major Regional Projects are large-scale projects that will have a significant impact on regional travel. Almost all system expansion projects are Major Regional Projects, as are reconstruction projects on the region s freeways. Major Operational Improvement initiatives, such as SEPTA s fare modernization project, are also listed in the Plan. For the sake of brevity, smaller-scale projects that were identified in the needs assessment are not listed in the Plan document. Instead, the various funding categories in the Plan serve as placeholders for their funding, and they may be explicitly listed in future iterations of the TIP.",https://hub.arcgis.com/datasets/1210eeb8ddb2405582dbdade79b6e73e_0,,2017,[2017 TO 2017],2017,Public,DVRPC Long Range Plan 2045 Major Regional Transportation Projects (points),English,"Major Regional Transportation Projects (points), Long Range Plan 2045: Delaware Valley","{""http://schema.org/url"":""https://dvrpc-dvrpcgis.opendata.arcgis.com/datasets/1210eeb8ddb2405582dbdade79b6e73e_0"",""http://schema.org/downloadUrl"":""https://dvrpc-dvrpcgis.opendata.arcgis.com/datasets/1210eeb8ddb2405582dbdade79b6e73e_0.zip"",""urn:x-esri:serviceType:ArcGIS#FeatureLayer"":""https://arcgis.dvrpc.org/portal/rest/services/Planning/LRP_2045_MajorRegProj_Points/FeatureServer/0""}",,,False,Dataset|Service,Delaware Valley Regional Planning Commission,"40.005,-75.275","Delaware River, Delaware|Delaware|Philadelphia, Pennsylvania|Pennsylvania|Maryland|New Jersey","-75.92,39.71,-74.63,40.3","Delaware County, Pennsylvania|Philadelphia County, Pennsylvania|Pennsylvania"
3166ff9e33fd42829b9fc900fdc8b67d_0,04f-01,04f-01,Active,False,Transportation,6/11/2020,Shapefile,freight|freight centers|dvrpc|long range plan|philadelphia,Vector,University of Maryland,ArcGIS Hub,,5/26/2020,"The DVRPC Freight Centers data file is based on an internal classification system for geographic areas with a high concentration of freight generating land uses. This data set has been developed through comprehensive local research on firm location and land uses. Currently the file contains three tiers: Mega, Major and Intermediate.",https://hub.arcgis.com/datasets/3166ff9e33fd42829b9fc900fdc8b67d_0,,2020,[2020 TO 2020],2020,Public,DVRPC Freight Centers,English,Freight Centers: Delaware Valley,"{""http://schema.org/url"":""https://dvrpc-dvrpcgis.opendata.arcgis.com/datasets/3166ff9e33fd42829b9fc900fdc8b67d_0"",""http://schema.org/downloadUrl"":""https://dvrpc-dvrpcgis.opendata.arcgis.com/datasets/3166ff9e33fd42829b9fc900fdc8b67d_0.zip"",""urn:x-esri:serviceType:ArcGIS#FeatureLayer"":""https://arcgis.dvrpc.org/portal/rest/services/Freight/freight_centers/FeatureServer/0""}",,,False,Dataset|Service,Delaware Valley Regional Planning Commission,"40.095,-75.23","Delaware River, Delaware|Delaware|Philadelphia, Pennsylvania|Pennsylvania|Maryland|New Jersey","-75.97,39.73,-74.49,40.46","Delaware County, Pennsylvania|Philadelphia County, Pennsylvania|Montgomery County, Pennsylvania|Pennsylvania"
926400cbeedd4efda6b203ddbf6584cb_0,04f-01,04f-01,Active,False,Transportation,6/11/2020,Shapefile,DVRPC|Connections 2045|Long-Range Plan|Freight Centers,Vector,University of Maryland,ArcGIS Hub,,6/2/2020,"FREIGHT CENTERSConnections 2045 Plan for Greater Philadelphia - Administrative Version DVRPC Publication No. 17039 12/2017Greater Philadelphia has 67 identified  Freight Centers,  which are major focal points and trip generators. The Freight Centers are a testament to the broad range of manufacturing, warehousing, transportation, quarry, and utility activity that occurs locally. They also highlight the strong linkage between freight transportation and job retention and creation.",https://hub.arcgis.com/datasets/926400cbeedd4efda6b203ddbf6584cb_0,,2017,[2017 TO 2017],2017,Public,DVRPC Long Range Plan 2045 Freight Centers,English,"Freight Centers, Long Range Plan 2045: Delaware Valley","{""http://schema.org/url"":""https://dvrpc-dvrpcgis.opendata.arcgis.com/datasets/926400cbeedd4efda6b203ddbf6584cb_0"",""http://schema.org/downloadUrl"":""https://dvrpc-dvrpcgis.opendata.arcgis.com/datasets/926400cbeedd4efda6b203ddbf6584cb_0.zip"",""urn:x-esri:serviceType:ArcGIS#FeatureLayer"":""https://arcgis.dvrpc.org/portal/rest/services/Planning/LRP_2045_Freight_Centers/FeatureServer/0""}",,,False,Dataset|Service,Delaware Valley Regional Planning Commission,"40.095,-75.23","Delaware River, Delaware|Delaware|Philadelphia, Pennsylvania|Pennsylvania|Maryland|New Jersey","-75.97,39.73,-74.49,40.46","Delaware County, Pennsylvania|Philadelphia County, Pennsylvania|Montgomery County, Pennsylvania|Pennsylvania"
ad9fb4f1c92048d2a15a1e76c170b72c_0,04f-01,04f-01,Active,False,Transportation,6/11/2020,Shapefile,DVRPC|travel monitoring|bicycle|aadb,Vector,University of Maryland,ArcGIS Hub,,5/21/2020,"DVRPC collects traffic volume counts at over 5,000 locations each year. The data is collected by the pneumatic tubes you see laying across the road. DVRPC also obtains traffic data collected by other entities and includes that data in its database as a public service. Traffic data is used by transportation engineers and planners, developers, market analysts, and may be of interest to the general public.",https://hub.arcgis.com/datasets/ad9fb4f1c92048d2a15a1e76c170b72c_0,,2020,[2020 TO 2020],2020,Public,DVRPC Bicycle Counts,English,Bicycle Counts: Delaware Valley,"{""http://schema.org/url"":""https://dvrpc-dvrpcgis.opendata.arcgis.com/datasets/ad9fb4f1c92048d2a15a1e76c170b72c_0"",""http://schema.org/downloadUrl"":""https://dvrpc-dvrpcgis.opendata.arcgis.com/datasets/ad9fb4f1c92048d2a15a1e76c170b72c_0.zip"",""urn:x-esri:serviceType:ArcGIS#FeatureLayer"":""https://arcgis.dvrpc.org/portal/rest/services/Transportation/BicycleCounts/FeatureServer/0""}",,,False,Dataset|Service,Delaware Valley Regional Planning Commission,"40.025,-75.235","Delaware River, Delaware|Delaware|Philadelphia, Pennsylvania|Pennsylvania|Maryland|New Jersey","-75.98,39.61,-74.49,40.44","Camden County, New Jersey|New Jersey|Delaware County, Pennsylvania|Philadelphia County, Pennsylvania|Pennsylvania"
edebbc816d0f42eca2522dce8b9cf2ae_0,04f-01,04f-01,Active,False,Transportation,10/11/2019,Shapefile,DVRPC|LTS|Bicycle|Transit,Vector,University of Maryland,ArcGIS Hub,,6/13/2019,"Highlights the LTS 3 road segments that would enable the most (top 50 % from each County) connections to transit stops if improvements were made to reduce the stress level.Segments included in this layer are in the top 50% for at least 1 of the 3 transit modes (rail, trolley, bus).",https://hub.arcgis.com/datasets/edebbc816d0f42eca2522dce8b9cf2ae_0,,2019,[2019 TO 2019],2019,Public,DVRPC Level of Traffic Stress - Priorities for Improving Connections to Transit,English,Level of Traffic Stress - Priorities for Improving Connections to Transit: Delaware Valley Regional Planning Commission,"{""http://schema.org/downloadUrl"":""http://dvrpc-dvrpcgis.opendata.arcgis.com/datasets/edebbc816d0f42eca2522dce8b9cf2ae_0.zip"",""urn:x-esri:serviceType:ArcGIS#FeatureLayer"":""https://arcgis.dvrpc.org/arcgis/rest/services/AppData/BSTRESSv2_PrioritiesImprovingConnectionsTransit/FeatureServer/0"",""http://schema.org/url"":""http://dvrpc-dvrpcgis.opendata.arcgis.com/datasets/edebbc816d0f42eca2522dce8b9cf2ae_0""}",,,False,Dataset|Service,Delaware Valley Regional Planning Commission,"40.0,-75.28","Delaware River, Delaware|Delaware|Philadelphia, Pennsylvania|Pennsylvania|Maryland|New Jersey","-75.98,39.63,-74.58,40.37","Camden County, New Jersey|New Jersey|Delaware County, Pennsylvania|Philadelphia County, Pennsylvania|Pennsylvania"
498997b99f0042a3aa9c4aba8a79a30d_0,04f-01,04f-01,Active,False,Transportation,6/11/2020,Shapefile,Transportation|DVRPC|Pedestrian Count|AADP|Pedestrian|Volume,Vector,University of Maryland,ArcGIS Hub,,5/21/2020,"DVRPC collects traffic volume counts at over 5,000 locations each year. The data is collected by the pneumatic tubes you see laying across the road. DVRPC also obtains traffic data collected by other entities and includes that data in its database as a public service. Traffic data is used by transportation engineers and planners, developers, market analysts, and may be of interest to the general public.",https://hub.arcgis.com/datasets/498997b99f0042a3aa9c4aba8a79a30d_0,,2020,[2020 TO 2020],2020,Public,DVRPC Pedestrian Counts,English,Pedestrian Counts: Delaware Valley,"{""http://schema.org/url"":""https://dvrpc-dvrpcgis.opendata.arcgis.com/datasets/498997b99f0042a3aa9c4aba8a79a30d_0"",""http://schema.org/downloadUrl"":""https://dvrpc-dvrpcgis.opendata.arcgis.com/datasets/498997b99f0042a3aa9c4aba8a79a30d_0.zip"",""urn:x-esri:serviceType:ArcGIS#FeatureLayer"":""https://arcgis.dvrpc.org/portal/rest/services/Transportation/PedestrianCounts/FeatureServer/0""}",,,False,Dataset|Service,Delaware Valley Regional Planning Commission,"40.06,-17.97","Delaware River, Delaware|Delaware|Philadelphia, Pennsylvania|Pennsylvania|Maryland|New Jersey","-75.98,39.68,40.04,40.44","Delaware County, Pennsylvania|Philadelphia County, Pennsylvania|Pennsylvania"
cac499468a94411782a69a171aba8efd_0,04f-01,04f-01,Active,False,Planning and Cadastral,6/11/2020,Shapefile,DVRPC|Connections 2045|Long-Range Plan|Planned Centers|Core Cities|Neighborhood Centers,Vector,University of Maryland,ArcGIS Hub,,6/2/2020,"PLANNED CENTERS, CORE CITIES & NEIGHBORHOOD CENTERSConnections 2045 Plan for Greater Philadelphia - Administrative Version DVRPC Publication No. 17039 12/2017The concept of Centers is the cornerstone of the Connections 2045 Long-Range Plan. Centers provide a focal point in the regional landscape that recognizes the regional and local significance of places, while reinforcing a sense of community for local residents. Centers serve as a basis for organizing and focusing the development landscape and provide a framework for the most efficient provision of supportive infrastructure systems, including water, sewer, and transportation. By concentrating growth around and within Centers, the region can both preserve open space and reduce infrastructure costs. The densities and mixed uses inherent within Centers can enhance the feasibility of walking, bicycling, and public transit as alternatives to the automobile. Connections 2040identifies a hierarchy of seven Center types, shown on the Planning Areas and Centers map, based on their role and activities within the region.METROPOLITAN CENTERCenter City/University City/Camden Central Business District   spanning the Delaware River and bounded roughly by 40th Street from Girard to Washington avenues in Philadelphia and by the Ben Franklin Bridge and Interstate 676 to Clinton Street in Camden   is identified as the region s Metropolitan Center. This dense, compact, mixed-use area includes the central business districts of Philadelphia and Camden, major academic and medical institutions, and major tourist and entertainment destinations.METROPOLITAN SUBCENTERSThe Plan also identifies six Metropolitan Subcenters, reflecting their magnitude of jobs and commercial activity. These include the downtown area of Trenton and the destinations of King of Prussia/Valley Forge (Montgomery and Chester counties); International Airport (Delaware and Philadelphia counties), Navy Yard/Sports Complex (Philadelphia); Cherry Hill/Mount Laurel/Marlton (Burlington and Camden counties); and the Route 1 Corridor (Mercer County).NEIGHBORHOOD CENTERSConnections 2040recognizes that each of the region s Core Cities is a collection of diverse neighborhoods with varying characteristics, assets, challenges, and needs, and that specific approaches and strategies for improving and revitalizing these neighborhoods will differ. The planning policies within the Core Cities and their neighborhoods focus on redevelopment and revitalization through targeted investment and reinvestment. Embedded within the region s Core Cities of Philadelphia, Trenton, Camden, and Chester are Neighborhood Centers, which are recognizable places with a mix of commercial, retail, anchor institutional, and residential activities. Neighborhood Centers have an identifiable main street or focal point, are walkable, and have a unique history or sense of a community within the larger city setting. In addition to the metropolitan center, metropolitan subcenters, and neighborhood centers, the Plan identifies four other types of Centers: Suburban Centers, Town Centers, Rural Centers, and Planned Centers. The characteristics of each type are as follows:SUBURBAN CENTERSAre regionally significant; While not necessarily single municipalities, are perceived as single  places;  Are suburban in character; Are less dense than town centers; Lack the integrated mix of uses found in town centers; Are defined primarily by a concentration and variety of office, retail, professional, and light industrial uses, and generally have more jobs than residents; and are generally auto dependent rather than transit oriented or pedestrian scale.TOWN CENTERSHave a mixture of high-density residential and commercial land use; Have an integrated mix of land uses; Have a unique history, character, and sense of place; Are of relatively higher density than their surrounding land uses; Have a distinct downtown/main street area surrounded by relatively dense residential development; Are pedestrian friendly and often transit oriented; and Are surrounded by suburban land uses.RURAL CENTERSHave a minimum density of six people and three employees per developed acre; Have an integrated mix of land uses; Have a unique history, character, and sense of place; Are of relatively higher density than the surrounding area; Have a distinct downtown/main street (though smaller than a town center); and Are surrounded by rural and agricultural land uses. PLANNED CENTERSAre planned town-center-type developments on greenfields in Growing Suburbs or Rural Areas or through redevelopment on greyfields and/or brownfields in Developed Communities; and Have plans that call for village-type development, incorporating mixed, integrated land uses, relatively high densities, and pedestrian connections.",https://hub.arcgis.com/datasets/cac499468a94411782a69a171aba8efd_0,,2017,[2017 TO 2017],2017,Public,DVRPC Long Range Plan 2045 Planned Centers/Neighborhood Centers,English,"Planned Centers/Neighborhood Centers, Long Range Plan 2045: Delaware Valley","{""http://schema.org/url"":""https://dvrpc-dvrpcgis.opendata.arcgis.com/datasets/cac499468a94411782a69a171aba8efd_0"",""http://schema.org/downloadUrl"":""https://dvrpc-dvrpcgis.opendata.arcgis.com/datasets/cac499468a94411782a69a171aba8efd_0.zip"",""urn:x-esri:serviceType:ArcGIS#FeatureLayer"":""https://arcgis.dvrpc.org/portal/rest/services/Planning/LRP_2045_PlanCntrNeigh/FeatureServer/0""}",,,False,Dataset|Service,Delaware Valley Regional Planning Commission,"40.065,-75.25","Delaware River, Delaware|Delaware|Philadelphia, Pennsylvania|Pennsylvania|Maryland|New Jersey","-75.98,39.69,-74.52,40.44","Delaware County, Pennsylvania|Philadelphia County, Pennsylvania|Pennsylvania"
1bc286c5bbd14cfca7bedbacc1fafb94_0,04f-01,04f-01,Active,False,Transportation,3/6/2020,Shapefile,Trails|Greater Philadelphia|Transportation|Circuit,Vector,University of Maryland,ArcGIS Hub,,2/20/2020,"The Circuit is Greater Philadelphia's multi-use trail network connecting people to jobs, communities, parks, and waterways. Governments, non-profits, and foundations have collaborated to complete over 300 miles of the envisioned 750-mile regional network. More miles are added to the network each year. Learn more at CircuitTrails.org and connect with The Circuit Trails on Facebook, Twitter, and Instagram to find out what is happening #onthecircuit. Existing --These trails are open for use so get out there and explore them! In Progress --These trails are currently being designed or built. Pipeline --DVRPC, local governments, and non-profit organizations are actively working to move these trails forward by conducting studies, acquiring rights-of-way, engaging local communities, and laying the groundwork to obtain funding for future design and construction.Planned --These trails are documented in local, county or regional plans. They represent excellent opportunities for regional-scale, multi-use trails. Studies or plans may have been prepared for these trails, but a sponsor is not actively working to move them forward. To be used at the regional-level only.",https://hub.arcgis.com/datasets/1bc286c5bbd14cfca7bedbacc1fafb94_0,,2020,[2020 TO 2020],2020,Public,DVRPC Circuit Trails,English,DVRPC Circuit Trails: Delaware Valley Regional Planning Commission,"{""http://schema.org/url"":""http://dvrpc-dvrpcgis.opendata.arcgis.com/datasets/1bc286c5bbd14cfca7bedbacc1fafb94_0"",""http://schema.org/downloadUrl"":""http://dvrpc-dvrpcgis.opendata.arcgis.com/datasets/1bc286c5bbd14cfca7bedbacc1fafb94_0.zip"",""urn:x-esri:serviceType:ArcGIS#FeatureLayer"":""https://services1.arcgis.com/LWtWv6q6BJyKidj8/arcgis/rest/services/CircuitTrails/FeatureServer/0""}",,,False,Dataset|Service,Delaware Valley Regional Planning Commission,"40.11,-75.23","Delaware River, Delaware|Delaware|Philadelphia, Pennsylvania|Pennsylvania|Maryland|New Jersey","-75.99,39.61,-74.47,40.61","Camden County, New Jersey|New Jersey|Delaware County, Pennsylvania|Philadelphia County, Pennsylvania|Montgomery County, Pennsylvania|Pennsylvania"
